time[us],volt(fsr)[v],signal,signal frequency[Hz]
65649477,0,0,1000
65649837,0,0,1000
65650198,0,0,1000
65650558,0,0,1000
65650919,0,0,1000
65651279,0,0,1000
65651639,0,0,1000
65652001,0,0,1000
65652360,0,0,1000
65652720,0,0,1000
65653081,0,0,1000
65653441,0,0,1000
65653802,0,0,1000
65654162,0,0,1000
65654522,0,0,1000
65654883,0,0,1000
65655243,0,0,1000
65655603,0,0,1000
65655964,0,0,1000
65656324,0,0,1000
65656685,0,0,1000
65657045,0,0,1000
65657405,0,0,1000
65657766,0,0,1000
65658126,0,0,1000
65658487,0,0,1000
65658847,0,0,1000
65659207,0,0,1000
65659568,0,0,1000
65659928,0,0,1000
65660288,0,0,1000
65660649,0,0,1000
65661010,0,0,1000
65661370,0,0,1000
65661730,0,0,1000
65662090,0,0,1000
65662451,0,0,1000
65662811,0,0,1000
65663171,0,0,1000
65663532,0,0,1000
65663892,0,0,1000
65664253,0,0,1000
65664613,0,0,1000
65664973,0,0,1000
65665334,0,0,1000
65665694,0,0,1000
65666055,0,0,1000
65666415,0,0,1000
65666775,0,0,1000
65667136,0,0,1000
65667496,0,0,1000
65667856,0,0,1000
65668216,0,0,1000
65668575,0,0,1000
65668935,0,0,1000
65669296,0,0,1000
65669656,0,0,1000
65670017,0,0,1000
65670377,0,0,1000
65670737,0,0,1000
65671098,0,0,1000
65671458,0,0,1000
65671818,0,0,1000
65672179,0,0,1000
65672539,0,0,1000
65672900,0,0,1000
65673260,0,0,1000
65673620,0,0,1000
65673981,0,0,1000
65674340,0,0,1000
65674699,0,0,1000
65675060,0,0,1000
65675420,0,0,1000
65675781,0,0,1000
65676141,0,0,1000
65676501,0,0,1000
65676862,0,0,1000
65677222,0,0,1000
65677583,0,0,1000
65677943,0,0,1000
65678303,0,0,1000
65678664,0,0,1000
65679024,0,0,1000
65679384,0,0,1000
65679745,0,0,1000
65680105,0,0,1000
65680466,0,0,1000
65680826,0,0,1000
65681186,0,0,1000
65681547,0,0,1000
65681907,0,0,1000
65682267,0,0,1000
65682628,0,0,1000
65682988,0,0,1000
65683349,0,0,1000
65683709,0,0,1000
65684069,0,0,1000
65684430,0,0,1000
65684790,0,0,1000
65685151,0,0,1000
65685511,0,0,1000
65685871,0,0,1000
65686232,0,0,1000
65686591,0,0,1000
65686950,0,0,1000
65687311,0,0,1000
65687671,0,0,1000
65688031,0,0,1000
65688392,0,0,1000
65688752,0,0,1000
65689113,0,0,1000
65689473,0,0,1000
65689833,0,0,1000
65690194,0,0,1000
65690554,0,0,1000
65690915,0,0,1000
65691275,0,0,1000
65691635,0,0,1000
65691995,0,1,1000
65692365,0,1,1000
65692728,0,1,1000
65693091,0,1,1000
65693453,0,1,1000
65693816,0,1,1000
65694178,0,1,1000
65694540,0,1,1000
65694903,0,1,1000
65695265,0,1,1000
65695628,0,1,1000
65695990,0,1,1000
65696353,0,1,1000
65696715,0,1,1000
65697078,0,1,1000
65697440,0,1,1000
65697803,0,1,1000
65698165,0,1,1000
65698528,0,1,1000
65698890,0,1,1000
65699253,0,1,1000
65699615,0,1,1000
65699978,0,1,1000
65700340,0,1,1000
65700703,0,1,1000
65701065,0,1,1000
65701428,0,1,1000
65701790,0,1,1000
65702152,0,1,1000
65702515,0,1,1000
65702880,0,1,1000
65703244,0,1,1000
65703607,0,1,1000
65703969,0,1,1000
65704331,0,1,1000
65704694,0,1,1000
65705056,0,1,1000
65705419,0,1,1000
65705781,0,1,1000
65706144,0,1,1000
65706506,0,1,1000
65706872,0,1,1000
65707235,0,1,1000
65707598,0,1,1000
65707960,0,1,1000
65708323,0,1,1000
65708685,0,1,1000
65709048,0,1,1000
65709410,0,1,1000
65709773,0,1,1000
65710135,0,1,1000
65710498,0,1,1000
65710863,0,1,1000
65711227,0,1,1000
65711589,0,1,1000
65711952,0,1,1000
65712314,0,1,1000
65712677,0,1,1000
65713039,0,1,1000
65713402,0,1,1000
65713764,0,1,1000
65714127,0,1,1000
65714489,0,1,1000
65714852,0,1,1000
65715218,0,1,1000
65715581,0,1,1000
65715943,0,1,1000
65716306,0,1,1000
65716668,0,1,1000
65717031,0,1,1000
65717393,0,1,1000
65717756,0,1,1000
65718118,0,1,1000
65718481,0,1,1000
65718843,0,1,1000
65719206,0,1,1000
65719568,0,1,1000
65719931,0,1,1000
65720293,0,1,1000
65720656,0,1,1000
65721019,0,1,1000
65721383,0,1,1000
65721745,0,1,1000
65722107,0,1,1000
65722470,0,1,1000
65722832,0,1,1000
65723195,0,1,1000
65723557,0,1,1000
65723920,0,1,1000
65724282,0,1,1000
65724645,0,1,1000
65725008,0,1,1000
65725373,0,1,1000
65725736,0,1,1000
65726099,0,1,1000
65726461,0,1,1000
65726824,0,1,1000
65727186,0,1,1000
65727549,0,1,1000
65727911,0,1,1000
65728274,0,1,1000
65728636,0,1,1000
65728999,0,1,1000
65729366,0,1,1000
65729730,0,1,1000
65730092,0,1,1000
65730455,0,1,1000
65730817,0,1,1000
65731180,0,1,1000
65731542,0,1,1000
65731905,0,1,1000
65732267,0,1,1000
65732630,0,1,1000
65732992,0,1,1000
65733360,0,1,1000
65733724,0,1,1000
65734086,0,1,1000
65734448,0,1,1000
65734811,0,1,1000
65735173,0,1,1000
65735536,0,1,1000
65735898,0,1,1000
65736261,0,1,1000
65736623,0,1,1000
65736986,0,1,1000
65737351,0,1,1000
65737715,0,1,1000
65738077,0,1,1000
65738440,0,1,1000
65738802,0,1,1000
65739165,0,1,1000
65739527,0,1,1000
65739890,0,1,1000
65740252,0,1,1000
65740615,0,1,1000
65740977,0,1,1000
65741340,0,1,1000
65741706,0,1,1000
65742069,0,1,1000
65742431,0,1,1000
65742794,0,1,1000
65743156,0,1,1000
65743519,0,1,1000
65743881,0,1,1000
65744244,0,1,1000
65744606,0,1,1000
65744969,0,1,1000
65745331,0,1,1000
65745694,0,1,1000
65746056,0,1,1000
65746419,0,1,1000
65746781,0,1,1000
65747144,0,1,1000
65747506,0,1,1000
65747868,0,1,1000
65748231,0,1,1000
65748593,0,1,1000
65748956,0,1,1000
65749318,0,1,1000
65749681,0,1,1000
65750043,0,1,1000
65750406,0,1,1000
65750768,0,1,1000
65751131,0,1,1000
65751493,0,1,1000
65751859,0,1,1000
65752222,0,1,1000
65752585,0,1,1000
65752947,0,1,1000
65753310,0,1,1000
65753672,0,1,1000
65754035,0,1,1000
65754397,0,1,1000
65754760,0,1,1000
65755122,0,1,1000
65755485,0,1,1000
65755850,0,1,1000
65756214,0,1,1000
65756576,0,1,1000
65756939,0,1,1000
65757301,0,1,1000
65757664,0,1,1000
65758026,0,1,1000
65758389,0,1,1000
65758751,0,1,1000
65759114,0,1,1000
65759476,0,1,1000
65759842,0,1,1000
65760205,0,1,1000
65760568,0,1,1000
65760930,0,1,1000
65761293,0,1,1000
65761655,0,1,1000
65762019,0,1,1000
65762382,0,1,1000
65762745,0,1,1000
65763107,0,1,1000
65763470,0,1,1000
65763832,0,1,1000
65764199,0,1,1000
65764561,0,1,1000
65764924,0,1,1000
65765286,0,1,1000
65765649,0,1,1000
65766013,0,1,1000
65766376,0,1,1000
65766738,0,1,1000
65767101,0,1,1000
65767463,0,1,1000
65767826,0,1,1000
65768188,0,1,1000
65768551,0,1,1000
65768913,0,1,1000
65769275,0,1,1000
65769638,0,1,1000
65770002,0,1,1000
65770365,0,1,1000
65770727,0,1,1000
65771090,0,1,1000
65771452,0,1,1000
65771815,0,1,1000
65772177,0,1,1000
65772540,0,1,1000
65772902,0,1,1000
65773265,0,1,1000
65773627,0,1,1000
65773990,0,1,1000
65774354,0,1,1000
65774717,0,1,1000
65775079,0,1,1000
65775442,0,1,1000
65775804,0,1,1000
65776167,0,1,1000
65776529,0,1,1000
65776892,0,1,1000
65777254,0,1,1000
65777617,0,1,1000
65777979,0,1,1000
65778345,0,1,1000
65778708,0,1,1000
65779071,0,1,1000
65779433,0,1,1000
65779796,0,1,1000
65780158,0,1,1000
65780521,0,1,1000
65780883,0,1,1000
65781245,0,1,1000
65781608,0,1,1000
65781971,0,1,1000
65782336,0,1,1000
65782700,0,1,1000
65783062,0,1,1000
65783425,0,1,1000
65783787,0,1,1000
65784150,0,1,1000
65784512,0,1,1000
65784875,0,1,1000
65785237,0,1,1000
65785599,0,1,1000
65785962,0,1,1000
65786325,1000,1,1000
65786692,1000,1,1000
65787054,1000,1,1000
65787416,1000,1,1000
65787779,1000,1,1000
65788141,1000,1,1000
65788504,1000,1,1000
65788866,1000,1,1000
65789229,1000,1,1000
65789591,1000,1,1000
65789954,1000,1,1000
65790316,1000,1,1000
65790679,1000,1,1000
65791041,1000,1,1000
65791404,1000,1,1000
65791766,1000,1,1000
65792131,1000,0,1000
65792492,1000,0,1000
65792852,1000,0,1000
65793213,1000,0,1000
65793573,1000,0,1000
65793934,1000,0,1000
65794294,1000,0,1000
65794654,1000,0,1000
65795016,1000,0,1000
65795375,1000,0,1000
65795736,1000,0,1000
65796096,1000,0,1000
65796456,1000,0,1000
65796817,1000,0,1000
65797177,1000,0,1000
65797537,1000,0,1000
65797898,1000,0,1000
65798258,1000,0,1000
65798619,1000,0,1000
65798979,1000,0,1000
65799339,1000,0,1000
65799700,1000,0,1000
65800060,1000,0,1000
65800420,1000,0,1000
65800781,1000,0,1000
65801141,1000,0,1000
65801502,1000,0,1000
65801862,1000,0,1000
65802222,1000,0,1000
65802583,1000,0,1000
65802943,1000,0,1000
65803304,1000,0,1000
65803664,1000,0,1000
65804024,1000,0,1000
65804385,1000,0,1000
65804745,1000,0,1000
65805105,1000,0,1000
65805466,1000,0,1000
65805826,1000,0,1000
65806187,1000,0,1000
65806547,1000,0,1000
65806907,1000,0,1000
65807268,1000,0,1000
65807628,1000,0,1000
65807988,1000,0,1000
65808349,1000,0,1000
65808709,1000,0,1000
65809070,1000,0,1000
65809430,1000,0,1000
65809790,1000,0,1000
65810151,1000,0,1000
65810511,1000,0,1000
65810872,1000,0,1000
65811232,1000,0,1000
65811592,1000,0,1000
65811953,1000,0,1000
65812313,1000,0,1000
65812673,1000,0,1000
65813034,1000,0,1000
65813394,1000,0,1000
65813755,1000,0,1000
65814115,1000,0,1000
65814475,1000,0,1000
65814836,1000,0,1000
65815196,1000,0,1000
65815556,1000,0,1000
65815917,1000,0,1000
65816277,1000,0,1000
65816638,1000,0,1000
65816998,1000,0,1000
65817358,1000,0,1000
65817719,1000,0,1000
65818079,1000,0,1000
65818440,1000,0,1000
65818800,1000,0,1000
65819160,1000,0,1000
65819521,1000,0,1000
65819881,1000,0,1000
65820241,1000,0,1000
65820602,1000,0,1000
65820962,1000,0,1000
65821323,1000,0,1000
65821683,1000,0,1000
65822043,1000,0,1000
65822404,1000,0,1000
65822764,1000,0,1000
65823124,1000,0,1000
65823485,1000,0,1000
65823845,1000,0,1000
65824206,1000,0,1000
65824566,1000,0,1000
65824926,1000,0,1000
65825287,1000,0,1000
65825647,1000,0,1000
65826009,1000,0,1000
65826368,1000,0,1000
65826728,1000,0,1000
65827089,1000,0,1000
65827449,1000,0,1000
65827809,1000,0,1000
65828170,1000,0,1000
65828530,1000,0,1000
65828891,1000,0,1000
65829251,1000,0,1000
65829611,1000,0,1000
65829972,1000,0,1000
65830332,1000,0,1000
65830692,1000,0,1000
65831053,1000,0,1000
65831413,1000,0,1000
65831774,1000,0,1000
65832134,1000,0,1000
65832494,1000,0,1000
65832855,1000,0,1000
65833215,1000,0,1000
65833576,1000,0,1000
65833936,1000,0,1000
65834296,1000,0,1000
65834657,1000,0,1000
65835017,1000,0,1000
65835377,1000,0,1000
65835738,1000,0,1000
65836098,1000,0,1000
65836459,1000,0,1000
65836819,1000,0,1000
65837179,1000,0,1000
65837540,1000,0,1000
65837900,1000,0,1000
65838260,1000,0,1000
65838621,1000,0,1000
65838981,1000,0,1000
65839342,1000,0,1000
65839702,1000,0,1000
65840062,1000,0,1000
65840423,1000,0,1000
65840783,1000,0,1000
65841144,1000,0,1000
65841503,1000,0,1000
65841862,0,0,1000
65842222,0,0,1000
65842583,0,0,1000
65842943,0,0,1000
65843303,0,0,1000
65843664,0,0,1000
65844024,0,0,1000
65844384,0,0,1000
65844745,0,0,1000
65845105,0,0,1000
65845466,0,0,1000
65845826,0,0,1000
65846186,0,0,1000
65846547,0,0,1000
65846907,0,0,1000
65847267,0,0,1000
65847628,0,0,1000
65847988,0,0,1000
65848349,0,0,1000
65848709,0,0,1000
65849069,0,0,1000
65849430,0,0,1000
65849790,0,0,1000
65850151,0,0,1000
65850511,0,0,1000
65850871,0,0,1000
65851232,0,0,1000
65851592,0,0,1000
65851952,0,0,1000
65852313,0,0,1000
65852673,0,0,1000
65853034,0,0,1000
65853394,0,0,1000
65853754,0,0,1000
65854115,0,0,1000
65854475,0,0,1000
65854835,0,0,1000
65855196,0,0,1000
65855556,0,0,1000
65855917,0,0,1000
65856277,0,0,1000
65856637,0,0,1000
65856998,0,0,1000
65857358,0,0,1000
65857719,0,0,1000
65858079,0,0,1000
65858439,0,0,1000
65858800,0,0,1000
65859160,0,0,1000
65859520,0,0,1000
65859881,0,0,1000
65860241,0,0,1000
65860602,0,0,1000
65860962,0,0,1000
65861322,0,0,1000
65861683,0,0,1000
65862043,0,0,1000
65862403,0,0,1000
65862764,0,0,1000
65863124,0,0,1000
65863485,0,0,1000
65863845,0,0,1000
65864205,0,0,1000
65864566,0,0,1000
65864926,0,0,1000
65865287,0,0,1000
65865647,0,0,1000
65866009,0,0,1000
65866368,0,0,1000
65866728,0,0,1000
65867088,0,0,1000
65867449,0,0,1000
65867809,0,0,1000
65868170,0,0,1000
65868530,0,0,1000
65868890,0,0,1000
65869251,0,0,1000
65869611,0,0,1000
65869971,0,0,1000
65870332,0,0,1000
65870692,0,0,1000
65871053,0,0,1000
65871413,0,0,1000
65871773,0,0,1000
65872134,0,0,1000
65872494,0,0,1000
65872855,0,0,1000
65873215,0,0,1000
65873575,0,0,1000
65873936,0,0,1000
65874296,0,0,1000
65874656,0,0,1000
65875017,0,0,1000
65875377,0,0,1000
65875738,0,0,1000
65876098,0,0,1000
65876458,0,0,1000
65876819,0,0,1000
65877179,0,0,1000
65877539,0,0,1000
65877900,0,0,1000
65878260,0,0,1000
65878621,0,0,1000
65878981,0,0,1000
65879341,0,0,1000
65879702,0,0,1000
65880062,0,0,1000
65880423,0,0,1000
65880783,0,0,1000
65881143,0,0,1000
65881503,0,0,1000
65881862,0,0,1000
65882222,0,0,1000
65882583,0,0,1000
65882943,0,0,1000
65883303,0,0,1000
65883664,0,0,1000
65884024,0,0,1000
65884385,0,0,1000
65884745,0,0,1000
65885105,0,0,1000
65885466,0,0,1000
65885826,0,0,1000
65886187,0,0,1000
65886547,0,0,1000
65886907,0,0,1000
65887268,0,0,1000
65887628,0,0,1000
65887988,0,0,1000
65888349,0,0,1000
65888709,0,0,1000
65889070,0,0,1000
65889430,0,0,1000
65889790,0,0,1000
65890151,0,0,1000
65890511,0,0,1000
65890871,0,0,1000
65891232,0,0,1000
65891592,0,0,1000
65891953,0,0,1000
65892313,0,0,1000
65892673,0,0,1000
65893034,0,0,1000
65893394,0,0,1000
65893755,0,0,1000
65894115,0,0,1000
65894475,0,0,1000
65894836,0,0,1000
65895196,0,0,1000
65895556,0,0,1000
65895917,0,0,1000
65896277,0,0,1000
65896638,0,0,1000
65896998,0,0,1000
65897358,0,0,1000
65897719,0,0,1000
65898079,0,0,1000
65898439,0,0,1000
65898800,0,0,1000
65899160,0,0,1000
65899521,0,0,1000
65899881,0,0,1000
65900241,0,0,1000
65900602,0,0,1000
65900962,0,0,1000
65901323,0,0,1000
65901683,0,0,1000
65902043,0,0,1000
65902404,0,0,1000
65902764,0,0,1000
65903124,0,0,1000
65903485,0,0,1000
65903845,0,0,1000
65904206,0,0,1000
65904566,0,0,1000
65904926,0,0,1000
65905287,0,0,1000
65905647,0,0,1000
65906009,0,0,1000
65906368,0,0,1000
65906728,0,0,1000
65907089,0,0,1000
65907449,0,0,1000
65907809,0,0,1000
65908170,0,0,1000
65908530,0,0,1000
65908891,0,0,1000
65909251,0,0,1000
65909611,0,0,1000
65909972,0,0,1000
65910332,0,0,1000
65910692,0,0,1000
65911053,0,0,1000
65911413,0,0,1000
65911774,0,0,1000
65912134,0,0,1000
65912494,0,0,1000
65912855,0,0,1000
65913215,0,0,1000
65913575,0,0,1000
65913936,0,0,1000
65914296,0,0,1000
65914657,0,0,1000
65915017,0,0,1000
65915377,0,0,1000
65915738,0,0,1000
65916098,0,0,1000
65916459,0,0,1000
65916819,0,0,1000
65917179,0,0,1000
65917540,0,0,1000
65917900,0,0,1000
65918260,0,0,1000
65918621,0,0,1000
65918981,0,0,1000
65919342,0,0,1000
65919702,0,0,1000
65920062,0,0,1000
65920423,0,0,1000
65920783,0,0,1000
65921143,0,0,1000
65921503,0,0,1000
65921862,0,0,1000
65922223,0,0,1000
65922583,0,0,1000
65922943,0,0,1000
65923304,0,0,1000
65923664,0,0,1000
65924024,0,0,1000
65924385,0,0,1000
65924745,0,0,1000
65925106,0,0,1000
65925466,0,0,1000
65925826,0,0,1000
65926187,0,0,1000
65926547,0,0,1000
65926907,0,0,1000
65927268,0,0,1000
65927627,0,0,1000
65927987,0,0,1000
65928347,0,0,1000
65928707,0,0,1000
65929068,0,0,1000
65929428,0,0,1000
65929788,0,0,1000
65930149,0,0,1000
65930509,0,0,1000
65930870,0,0,1000
65931230,0,0,1000
65931590,0,0,1000
65931951,0,0,1000
65932311,0,0,1000
65932671,0,0,1000
65933032,0,0,1000
65933392,0,0,1000
65933753,0,0,1000
65934113,0,0,1000
65934473,0,0,1000
65934834,0,0,1000
65935194,0,0,1000
65935555,0,0,1000
65935915,0,0,1000
65936275,0,0,1000
65936636,0,0,1000
65936996,0,0,1000
65937356,0,0,1000
65937717,0,0,1000
65938077,0,0,1000
65938438,0,0,1000
65938798,0,0,1000
65939158,0,0,1000
65939519,0,0,1000
65939879,0,0,1000
65940239,0,0,1000
65940600,0,0,1000
65940960,0,0,1000
65941321,0,0,1000
65941681,0,0,1000
65942041,0,0,1000
65942402,0,0,1000
65942762,0,0,1000
65943123,0,0,1000
65943483,0,0,1000
65943843,0,0,1000
65944204,0,0,1000
65944564,0,0,1000
65944924,0,0,1000
65945285,0,0,1000
65945645,0,0,1000
65946007,0,0,1000
65946366,0,0,1000
65946726,0,0,1000
65947087,0,0,1000
65947447,0,0,1000
65947807,0,0,1000
65948168,0,0,1000
65948528,0,0,1000
65948889,0,0,1000
65949249,0,0,1000
65949609,0,0,1000
65949970,0,0,1000
65950330,0,0,1000
65950691,0,0,1000
65951051,0,0,1000
65951411,0,0,1000
65951772,0,0,1000
65952132,0,0,1000
65952492,0,0,1000
65952853,0,0,1000
65953213,0,0,1000
65953574,0,0,1000
65953934,0,0,1000
65954294,0,0,1000
65954655,0,0,1000
65955016,0,0,1000
65955375,0,0,1000
65955736,0,0,1000
65956096,0,0,1000
65956457,0,0,1000
65956817,0,0,1000
65957177,0,0,1000
65957538,0,0,1000
65957898,0,0,1000
65958259,0,0,1000
65958619,0,0,1000
65958979,0,0,1000
65959340,0,0,1000
65959700,0,0,1000
65960060,0,0,1000
65960421,0,0,1000
65960781,0,0,1000
65961142,0,0,1000
65961502,0,0,1000
65961862,0,0,1000
65962223,0,0,1000
65962583,0,0,1000
65962943,0,0,1000
65963304,0,0,1000
65963664,0,0,1000
65964025,0,0,1000
65964385,0,0,1000
65964745,0,0,1000
65965106,0,0,1000
65965466,0,0,1000
65965827,0,0,1000
65966187,0,0,1000
65966547,0,0,1000
65966908,0,0,1000
65967268,0,0,1000
65967628,0,0,1000
65967987,0,0,1000
65968347,0,0,1000
65968707,0,0,1000
65969068,0,0,1000
65969428,0,0,1000
65969789,0,0,1000
65970149,0,0,1000
65970509,0,0,1000
65970870,0,0,1000
65971230,0,0,1000
65971591,0,0,1000
65971951,0,0,1000
65972311,0,0,1000
65972672,0,0,1000
65973032,0,0,1000
65973392,0,0,1000
65973753,0,0,1000
65974113,0,0,1000
65974474,0,0,1000
65974834,0,0,1000
65975194,0,0,1000
65975555,0,0,1000
65975915,0,0,1000
65976275,0,0,1000
65976636,0,0,1000
65976996,0,0,1000
65977357,0,0,1000
65977717,0,0,1000
65978077,0,0,1000
65978438,0,0,1000
65978798,0,0,1000
65979159,0,0,1000
65979519,0,0,1000
65979879,0,0,1000
65980240,0,0,1000
65980600,0,0,1000
65980960,0,0,1000
65981321,0,0,1000
65981681,0,0,1000
65982042,0,0,1000
65982402,0,0,1000
65982762,0,0,1000
65983123,0,0,1000
65983483,0,0,1000
65983843,0,0,1000
65984204,0,0,1000
65984564,0,0,1000
65984925,0,0,1000
65985285,0,0,1000
65985645,0,0,1000
65986007,0,0,1000
65986366,0,0,1000
65986727,0,0,1000
65987087,0,0,1000
65987447,0,0,1000
65987808,0,0,1000
65988168,0,0,1000
65988528,0,0,1000
65988889,0,0,1000
65989249,0,0,1000
65989610,0,0,1000
65989970,0,0,1000
65990330,0,0,1000
65990691,0,0,1000
65991051,0,0,1000
65991411,0,0,1000
65991772,0,0,1000
65992132,0,0,1000
65992493,0,0,1000
65992853,0,0,1000
65993213,0,0,1000
65993574,0,0,1000
65993934,0,0,1000
65994295,0,0,1000
65994655,0,0,1000
65995016,0,0,1000
65995376,0,0,1000
65995736,0,0,1000
65996096,0,0,1000
65996457,0,0,1000
65996817,0,0,1000
65997178,0,0,1000
65997538,0,0,1000
65997898,0,0,1000
65998259,0,0,1000
65998619,0,0,1000
65998979,0,0,1000
65999340,0,0,1000
65999700,0,0,1000
66000061,0,0,1000
66000421,0,0,1000
66000781,0,0,1000
66001142,0,0,1000
66001502,0,0,1000
66001863,0,0,1000
66002223,0,0,1000
66002583,0,0,1000
66002944,0,0,1000
66003304,0,0,1000
66003664,0,0,1000
66004025,0,0,1000
66004385,0,0,1000
66004746,0,0,1000
66005106,0,0,1000
66005466,0,0,1000
66005827,0,0,1000
66006187,0,0,1000
66006547,0,0,1000
66006908,0,0,1000
66007268,0,0,1000
66007628,0,0,1000
66007987,0,0,1000
66008347,0,0,1000
66008708,0,0,1000
66009068,0,0,1000
66009428,0,0,1000
66009789,0,0,1000
66010149,0,0,1000
66010510,0,0,1000
66010870,0,0,1000
66011230,0,0,1000
66011591,0,0,1000
66011951,0,0,1000
66012311,0,0,1000
66012672,0,0,1000
66013032,0,0,1000
66013393,0,0,1000
66013753,0,0,1000
66014113,0,0,1000
66014474,0,0,1000
66014834,0,0,1000
66015194,0,0,1000
66015555,0,0,1000
66015915,0,0,1000
66016276,0,0,1000
66016636,0,0,1000
66016996,0,0,1000
66017357,0,0,1000
66017717,0,0,1000
66018078,0,0,1000
66018438,0,0,1000
66018798,0,0,1000
66019159,0,0,1000
66019519,0,0,1000
66019879,0,0,1000
66020240,0,0,1000
66020600,0,0,1000
66020961,0,0,1000
66021321,0,0,1000
66021681,0,0,1000
66022042,0,0,1000
66022402,0,0,1000
66022763,0,0,1000
66023123,0,0,1000
66023483,0,0,1000
66023844,0,0,1000
66024204,0,0,1000
66024564,0,0,1000
66024925,0,0,1000
66025285,0,0,1000
66025646,0,0,1000
66026007,0,0,1000
66026366,0,0,1000
66026727,0,0,1000
66027087,0,0,1000
66027447,0,0,1000
66027808,0,0,1000
66028168,0,0,1000
66028529,0,0,1000
66028889,0,0,1000
66029249,0,0,1000
66029610,0,0,1000
66029970,0,0,1000
66030331,0,0,1000
66030691,0,0,1000
66031051,0,0,1000
66031412,0,0,1000
66031772,0,0,1000
66032132,0,0,1000
66032493,0,0,1000
66032853,0,0,1000
66033214,0,0,1000
66033574,0,0,1000
66033934,0,0,1000
66034295,0,0,1000
66034655,0,0,1000
66035016,0,0,1000
66035376,0,0,1000
66035736,0,0,1000
66036097,0,0,1000
66036457,0,0,1000
66036817,0,0,1000
66037178,0,0,1000
66037538,0,0,1000
66037899,0,0,1000
66038259,0,0,1000
66038619,0,0,1000
66038980,0,0,1000
66039340,0,0,1000
66039700,0,0,1000
66040061,0,0,1000
66040421,0,0,1000
66040782,0,0,1000
66041142,0,0,1000
66041502,0,0,1000
66041863,0,0,1000
66042223,0,0,1000
66042583,0,0,1000
66042944,0,0,1000
66043304,0,0,1000
66043665,0,0,1000
66044025,0,0,1000
66044385,0,0,1000
66044746,0,0,1000
66045106,0,0,1000
66045467,0,0,1000
66045827,0,0,1000
66046187,0,0,1000
66046548,0,0,1000
66046908,0,0,1000
66047268,0,0,1000
66047628,0,0,1000
66047987,0,0,1000
66048347,0,0,1000
66048708,0,0,1000
66049068,0,0,1000
66049429,0,0,1000
66049789,0,0,1000
66050149,0,0,1000
66050510,0,0,1000
66050870,0,0,1000
66051231,0,0,1000
66051591,0,0,1000
66051951,0,0,1000
66052312,0,0,1000
66052672,0,0,1000
66053032,0,0,1000
66053393,0,0,1000
66053752,0,0,1000
66054111,0,0,1000
66054472,0,0,1000
66054832,0,0,1000
66055193,0,0,1000
66055553,0,0,1000
66055913,0,0,1000
66056274,0,0,1000
66056634,0,0,1000
66056995,0,0,1000
66057355,0,0,1000
66057715,0,0,1000
66058076,0,0,1000
66058436,0,0,1000
66058796,0,0,1000
66059157,0,0,1000
66059517,0,0,1000
66059878,0,0,1000
66060238,0,0,1000
66060598,0,0,1000
66060959,0,0,1000
66061319,0,0,1000
66061679,0,0,1000
66062040,0,0,1000
66062400,0,0,1000
66062761,0,0,1000
66063121,0,0,1000
66063481,0,0,1000
66063842,0,0,1000
66064202,0,0,1000
66064563,0,0,1000
66064923,0,0,1000
66065283,0,0,1000
66065644,0,0,1000
66066004,0,0,1000
66066364,0,0,1000
66066725,0,0,1000
66067085,0,0,1000
66067446,0,0,1000
66067806,0,0,1000
66068166,0,0,1000
66068527,0,0,1000
66068887,0,0,1000
66069247,0,0,1000
66069608,0,0,1000
66069968,0,0,1000
66070329,0,0,1000
66070689,0,0,1000
66071049,0,0,1000
66071410,0,0,1000
66071770,0,0,1000
66072131,0,0,1000
66072491,0,0,1000
66072851,0,0,1000
66073212,0,0,1000
66073572,0,0,1000
66073932,0,0,1000
66074293,0,0,1000
66074653,0,0,1000
66075015,0,0,1000
66075374,0,0,1000
66075734,0,0,1000
66076095,0,0,1000
66076455,0,0,1000
66076815,0,0,1000
66077176,0,0,1000
66077536,0,0,1000
66077897,0,0,1000
66078257,0,0,1000
66078617,0,0,1000
66078978,0,0,1000
66079338,0,0,1000
66079699,0,0,1000
66080059,0,0,1000
66080419,0,0,1000
66080780,0,0,1000
66081140,0,0,1000
66081500,0,0,1000
66081861,0,0,1000
66082221,0,0,1000
66082582,0,0,1000
66082942,0,0,1000
66083302,0,0,1000
66083663,0,0,1000
66084023,0,0,1000
66084383,0,0,1000
66084744,0,0,1000
66085104,0,0,1000
66085465,0,0,1000
66085825,0,0,1000
66086185,0,0,1000
66086546,0,0,1000
66086906,0,0,1000
66087267,0,0,1000
66087627,0,0,1000
66087987,0,0,1000
66088348,0,0,1000
66088708,0,0,1000
66089068,0,0,1000
66089429,0,0,1000
66089789,0,0,1000
66090150,0,0,1000
66090510,0,0,1000
66090870,0,0,1000
66091231,0,0,1000
66091591,0,0,1000
66091951,0,0,1000
66092312,0,0,1000
66092672,0,0,1000
66093033,0,0,1000
66093393,0,0,1000
66093752,0,0,1000
66094112,0,0,1000
66094472,0,0,1000
66094832,0,0,1000
66095193,0,0,1000
66095553,0,0,1000
66095914,0,0,1000
66096274,0,0,1000
66096634,0,0,1000
66096995,0,0,1000
66097355,0,0,1000
66097715,0,0,1000
66098076,0,0,1000
66098436,0,0,1000
66098797,0,0,1000
66099157,0,0,1000
66099517,0,0,1000
66099878,0,0,1000
66100238,0,0,1000
66100599,0,0,1000
66100959,0,0,1000
66101319,0,0,1000
66101680,0,0,1000
66102040,0,0,1000
66102400,0,0,1000
