time[us],volt(fsr)[v],signal,signal frequency[Hz]
58701227,0,0,1000
58701588,0,0,1000
58701948,0,0,1000
58702309,0,0,1000
58702669,0,0,1000
58703029,0,0,1000
58703390,0,0,1000
58703750,0,0,1000
58704111,0,0,1000
58704471,0,0,1000
58704831,0,0,1000
58705192,0,0,1000
58705552,0,0,1000
58705912,0,0,1000
58706273,0,0,1000
58706633,0,0,1000
58706994,0,0,1000
58707354,0,0,1000
58707714,0,0,1000
58708075,0,0,1000
58708435,0,0,1000
58708795,0,0,1000
58709156,0,0,1000
58709516,0,0,1000
58709877,0,0,1000
58710237,0,0,1000
58710597,0,0,1000
58710958,0,0,1000
58711318,0,0,1000
58711679,0,0,1000
58712039,0,0,1000
58712399,0,0,1000
58712760,0,0,1000
58713120,0,0,1000
58713480,0,0,1000
58713841,0,0,1000
58714201,0,0,1000
58714562,0,0,1000
58714922,0,0,1000
58715282,0,0,1000
58715643,0,0,1000
58716004,0,0,1000
58716363,0,0,1000
58716724,0,0,1000
58717084,0,0,1000
58717445,0,0,1000
58717805,0,0,1000
58718165,0,0,1000
58718526,0,0,1000
58718886,0,0,1000
58719247,0,0,1000
58719607,0,0,1000
58719967,0,0,1000
58720328,0,0,1000
58720688,0,0,1000
58721048,0,0,1000
58721409,0,0,1000
58721769,0,0,1000
58722130,0,0,1000
58722490,0,0,1000
58722850,0,0,1000
58723211,0,0,1000
58723571,0,0,1000
58723931,0,0,1000
58724292,0,0,1000
58724652,0,0,1000
58725014,0,0,1000
58725373,0,0,1000
58725733,0,0,1000
58726094,0,0,1000
58726454,0,0,1000
58726815,0,0,1000
58727175,0,0,1000
58727535,0,0,1000
58727896,0,0,1000
58728256,0,0,1000
58728616,0,0,1000
58728977,0,0,1000
58729337,0,0,1000
58729698,0,0,1000
58730058,0,0,1000
58730418,0,0,1000
58730779,0,0,1000
58731139,0,0,1000
58731499,0,0,1000
58731860,0,0,1000
58732220,0,0,1000
58732581,0,0,1000
58732941,0,0,1000
58733301,0,0,1000
58733662,0,0,1000
58734022,0,0,1000
58734383,0,0,1000
58734743,0,0,1000
58735103,0,0,1000
58735464,0,0,1000
58735824,0,0,1000
58736184,0,0,1000
58736545,0,0,1000
58736905,0,0,1000
58737266,0,0,1000
58737626,0,0,1000
58737986,0,0,1000
58738347,0,0,1000
58738707,0,0,1000
58739067,0,0,1000
58739428,0,0,1000
58739788,0,0,1000
58740149,0,0,1000
58740509,0,0,1000
58740869,0,0,1000
58741230,0,0,1000
58741590,0,0,1000
58741951,0,0,1000
58742311,0,0,1000
58742671,0,0,1000
58743032,0,0,1000
58743392,0,0,1000
58743752,0,0,1000
58744113,0,0,1000
58744473,0,0,1000
58744834,0,0,1000
58745194,0,0,1000
58745554,0,0,1000
58745915,0,0,1000
58746275,0,0,1000
58746635,0,0,1000
58746996,0,0,1000
58747356,0,0,1000
58747717,0,0,1000
58748077,0,0,1000
58748437,0,0,1000
58748798,0,0,1000
58749158,0,0,1000
58749519,0,0,1000
58749879,0,0,1000
58750239,0,0,1000
58750600,0,0,1000
58750960,0,0,1000
58751320,0,0,1000
58751681,0,0,1000
58752041,0,0,1000
58752402,0,0,1000
58752762,0,0,1000
58753122,0,0,1000
58753483,0,0,1000
58753843,0,0,1000
58754203,0,0,1000
58754564,0,0,1000
58754924,0,0,1000
58755285,0,0,1000
58755645,0,0,1000
58756007,0,0,1000
58756366,0,0,1000
58756726,0,0,1000
58757087,0,0,1000
58757447,0,0,1000
58757807,0,0,1000
58758168,0,0,1000
58758528,0,0,1000
58758888,0,0,1000
58759249,0,0,1000
58759609,0,0,1000
58759970,0,0,1000
58760330,0,0,1000
58760690,0,0,1000
58761051,0,0,1000
58761411,0,0,1000
58761771,0,0,1000
58762132,0,0,1000
58762492,0,0,1000
58762853,0,0,1000
58763213,0,0,1000
58763573,0,0,1000
58763934,0,0,1000
58764294,0,0,1000
58764655,0,0,1000
58765016,0,0,1000
58765375,0,0,1000
58765736,0,0,1000
58766096,0,0,1000
58766456,0,0,1000
58766817,0,0,1000
58767177,0,0,1000
58767538,0,0,1000
58767898,0,0,1000
58768258,0,0,1000
58768619,0,0,1000
58768979,0,0,1000
58769339,0,0,1000
58769700,0,0,1000
58770060,0,0,1000
58770421,0,0,1000
58770781,0,0,1000
58771141,0,0,1000
58771502,0,0,1000
58771862,0,0,1000
58772223,0,0,1000
58772583,0,0,1000
58772943,0,0,1000
58773304,0,0,1000
58773664,0,0,1000
58774024,0,0,1000
58774385,0,0,1000
58774745,0,0,1000
58775106,0,0,1000
58775466,0,0,1000
58775826,0,0,1000
58776187,0,0,1000
58776547,0,0,1000
58776907,0,0,1000
58777268,0,0,1000
58777628,0,0,1000
58777989,0,0,1000
58778349,0,0,1000
58778709,0,0,1000
58779070,0,0,1000
58779430,0,0,1000
58779791,0,0,1000
58780151,0,0,1000
58780511,0,0,1000
58780872,1000,0,1000
58781232,1000,0,1000
58781593,1000,0,1000
58781953,1000,0,1000
58782314,1000,0,1000
58782674,1000,0,1000
58783034,1000,0,1000
58783395,1000,0,1000
58783755,1000,0,1000
58784116,1000,0,1000
58784476,1000,0,1000
58784836,1000,0,1000
58785197,1000,0,1000
58785557,1000,0,1000
58785917,1000,0,1000
58786278,1000,0,1000
58786637,1000,0,1000
58786996,1000,0,1000
58787357,1000,0,1000
58787717,1000,0,1000
58788078,1000,0,1000
58788438,1000,0,1000
58788798,1000,0,1000
58789159,1000,0,1000
58789519,1000,0,1000
58789879,1000,0,1000
58790240,1000,0,1000
58790600,1000,0,1000
58790961,1000,0,1000
58791321,1000,0,1000
58791681,1000,0,1000
58792042,1000,0,1000
58792402,1000,0,1000
58792762,1000,0,1000
58793121,1000,0,1000
58793481,1000,0,1000
58793842,1000,0,1000
58794202,1000,0,1000
58794562,1000,0,1000
58794923,1000,0,1000
58795283,1000,0,1000
58795644,1000,0,1000
58796005,1000,0,1000
58796364,1000,0,1000
58796725,1000,0,1000
58797085,1000,0,1000
58797445,1000,0,1000
58797806,1000,0,1000
58798166,1000,0,1000
58798527,1000,0,1000
58798887,1000,0,1000
58799247,1000,0,1000
58799608,1000,0,1000
58799968,1000,0,1000
58800328,1000,0,1000
58800689,1000,0,1000
58801049,1000,0,1000
58801410,1000,0,1000
58801770,1000,0,1000
58802130,1000,0,1000
58802491,1000,0,1000
58802851,1000,0,1000
58803212,1000,0,1000
58803572,1000,0,1000
58803932,1000,0,1000
58804293,1000,0,1000
58804653,1000,0,1000
58805015,1000,0,1000
58805374,1000,0,1000
58805734,1000,0,1000
58806095,1000,0,1000
58806455,1000,0,1000
58806815,1000,0,1000
58807176,1000,0,1000
58807536,1000,0,1000
58807896,1000,0,1000
58808257,1000,0,1000
58808617,1000,0,1000
58808978,1000,0,1000
58809338,1000,0,1000
58809698,1000,0,1000
58810059,1000,0,1000
58810419,1000,0,1000
58810780,1000,0,1000
58811140,1000,0,1000
58811500,1000,0,1000
58811861,1000,0,1000
58812221,1000,0,1000
58812581,1000,0,1000
58812942,1000,0,1000
58813302,1000,0,1000
58813663,1000,0,1000
58814023,1000,0,1000
58814383,1000,0,1000
58814744,1000,0,1000
58815104,1000,0,1000
58815464,1000,0,1000
58815825,1000,0,1000
58816185,1000,0,1000
58816546,1000,0,1000
58816906,1000,0,1000
58817266,1000,0,1000
58817627,1000,0,1000
58817987,1000,0,1000
58818348,1000,0,1000
58818708,1000,0,1000
58819068,1000,0,1000
58819429,1000,0,1000
58819789,1000,0,1000
58820149,1000,0,1000
58820510,1000,0,1000
58820870,1000,0,1000
58821231,1000,0,1000
58821591,1000,0,1000
58821951,1000,0,1000
58822312,1000,0,1000
58822672,1000,0,1000
58823032,1000,0,1000
58823393,1000,0,1000
58823753,1000,0,1000
58824114,1000,0,1000
58824474,1000,0,1000
58824834,1000,0,1000
58825195,1000,0,1000
58825555,1000,0,1000
58825915,1000,0,1000
58826276,1000,0,1000
58826636,1000,0,1000
58826997,1000,0,1000
58827357,1000,0,1000
58827717,1000,0,1000
58828078,1000,0,1000
58828438,1000,0,1000
58828799,1000,0,1000
58829159,1000,0,1000
58829519,1000,0,1000
58829880,1000,0,1000
58830240,1000,0,1000
58830600,1000,0,1000
58830961,1000,0,1000
58831321,1000,0,1000
58831682,1000,0,1000
58832042,1000,0,1000
58832402,1000,0,1000
58832762,1000,0,1000
58833121,1000,0,1000
58833481,1000,0,1000
58833842,1000,0,1000
58834202,1000,0,1000
58834563,1000,0,1000
58834923,1000,0,1000
58835283,1000,0,1000
58835644,1000,0,1000
58836005,1000,0,1000
58836364,1000,0,1000
58836725,1000,0,1000
58837085,1000,0,1000
58837446,1000,0,1000
58837806,1000,0,1000
58838166,1000,0,1000
58838527,1000,0,1000
58838887,1000,0,1000
58839248,1000,0,1000
58839608,1000,0,1000
58839968,1000,0,1000
58840329,1000,0,1000
58840689,1000,0,1000
58841049,1000,0,1000
58841410,1000,0,1000
58841770,1000,0,1000
58842131,1000,0,1000
58842491,1000,0,1000
58842851,1000,0,1000
58843212,1000,0,1000
58843572,1000,0,1000
58843932,1000,0,1000
58844293,1000,0,1000
58844653,1000,0,1000
58845015,1000,0,1000
58845374,1000,0,1000
58845734,1000,0,1000
58846095,1000,0,1000
58846455,1000,0,1000
58846816,1000,0,1000
58847176,1000,0,1000
58847536,1000,0,1000
58847897,1000,0,1000
58848257,1000,0,1000
58848617,1000,0,1000
58848978,1000,0,1000
58849338,1000,0,1000
58849698,0,0,1000
58850059,0,0,1000
58850419,0,0,1000
58850779,0,0,1000
58851140,0,0,1000
58851500,0,0,1000
58851860,0,0,1000
58852221,0,0,1000
58852581,0,0,1000
58852942,0,0,1000
58853302,0,0,1000
58853662,0,0,1000
58854023,0,0,1000
58854383,0,0,1000
58854743,0,0,1000
58855104,0,0,1000
58855464,0,0,1000
58855825,0,0,1000
58856185,0,0,1000
58856545,0,0,1000
58856906,0,0,1000
58857266,0,0,1000
58857627,0,0,1000
58857987,0,0,1000
58858347,0,0,1000
58858708,0,0,1000
58859068,0,0,1000
58859428,0,0,1000
58859789,0,0,1000
58860149,0,0,1000
58860510,0,0,1000
58860870,0,0,1000
58861230,0,0,1000
58861591,0,0,1000
58861951,0,0,1000
58862311,0,0,1000
58862672,0,0,1000
58863032,0,0,1000
58863393,0,0,1000
58863753,0,0,1000
58864113,0,0,1000
58864474,0,0,1000
58864834,0,0,1000
58865195,0,0,1000
58865555,0,0,1000
58865915,0,0,1000
58866276,0,0,1000
58866636,0,0,1000
58866996,0,0,1000
58867357,0,0,1000
58867717,0,0,1000
58868078,0,0,1000
58868438,0,0,1000
58868798,0,0,1000
58869159,0,0,1000
58869519,0,0,1000
58869879,0,0,1000
58870240,0,0,1000
58870600,0,0,1000
58870961,0,0,1000
58871321,0,0,1000
58871681,0,0,1000
58872042,0,0,1000
58872402,0,0,1000
58872762,0,0,1000
58873121,0,0,1000
58873481,0,0,1000
58873842,0,0,1000
58874202,0,0,1000
58874562,0,0,1000
58874923,0,0,1000
58875283,0,0,1000
58875643,0,0,1000
58876005,0,0,1000
58876364,0,0,1000
58876725,0,0,1000
58877085,0,0,1000
58877445,0,0,1000
58877806,0,0,1000
58878166,0,0,1000
58878527,0,0,1000
58878887,0,0,1000
58879247,0,0,1000
58879608,0,0,1000
58879968,0,0,1000
58880328,0,0,1000
58880689,0,0,1000
58881049,0,0,1000
58881410,0,0,1000
58881770,0,0,1000
58882130,0,0,1000
58882491,0,0,1000
58882851,0,0,1000
58883211,0,0,1000
58883572,0,0,1000
58883932,0,0,1000
58884293,0,0,1000
58884653,0,0,1000
58885015,0,0,1000
58885374,0,0,1000
58885734,0,0,1000
58886095,0,0,1000
58886455,0,0,1000
58886815,0,0,1000
58887176,0,0,1000
58887536,0,0,1000
58887896,0,0,1000
58888257,0,0,1000
58888617,0,0,1000
58888978,0,0,1000
58889338,0,0,1000
58889698,0,0,1000
58890059,0,0,1000
58890419,0,0,1000
58890779,0,0,1000
58891140,0,0,1000
58891500,0,0,1000
58891861,0,0,1000
58892221,0,0,1000
58892581,0,0,1000
58892942,0,0,1000
58893302,0,0,1000
58893663,0,0,1000
58894023,0,0,1000
58894383,0,0,1000
58894744,0,0,1000
58895104,0,0,1000
58895464,0,0,1000
58895825,0,0,1000
58896185,0,0,1000
58896546,0,0,1000
58896906,0,0,1000
58897266,0,0,1000
58897627,0,0,1000
58897987,0,0,1000
58898347,0,0,1000
58898708,0,0,1000
58899068,0,0,1000
58899429,0,0,1000
58899789,0,0,1000
58900149,0,0,1000
58900510,0,0,1000
58900870,0,0,1000
58901231,0,0,1000
58901591,0,0,1000
58901951,0,0,1000
58902312,0,0,1000
58902672,0,0,1000
58903032,0,0,1000
58903393,0,0,1000
58903753,0,0,1000
58904114,0,0,1000
58904474,0,0,1000
58904834,0,0,1000
58905195,0,0,1000
58905555,0,0,1000
58905915,0,0,1000
58906276,0,0,1000
58906636,0,0,1000
58906997,0,0,1000
58907357,0,0,1000
58907717,0,0,1000
58908078,0,0,1000
58908438,0,0,1000
58908798,0,0,1000
58909159,0,0,1000
58909519,0,0,1000
58909880,0,0,1000
58910240,0,0,1000
58910600,0,0,1000
58910961,0,0,1000
58911321,0,0,1000
58911682,0,0,1000
58912042,0,0,1000
58912402,0,0,1000
58912762,0,0,1000
58913121,0,0,1000
58913481,0,0,1000
58913842,0,0,1000
58914202,0,0,1000
58914563,0,0,1000
58914923,0,0,1000
58915283,0,0,1000
58915644,0,0,1000
58916005,0,0,1000
58916364,0,0,1000
58916725,0,0,1000
58917085,0,0,1000
58917446,0,0,1000
58917806,0,0,1000
58918166,0,0,1000
58918527,0,0,1000
58918886,0,0,1000
58919245,0,0,1000
58919606,0,0,1000
58919966,0,0,1000
58920326,0,0,1000
58920687,0,0,1000
58921047,0,0,1000
58921408,0,0,1000
58921768,0,0,1000
58922128,0,0,1000
58922489,0,0,1000
58922849,0,0,1000
58923210,0,0,1000
58923570,0,0,1000
58923930,0,0,1000
58924291,0,0,1000
58924651,0,0,1000
58925012,0,0,1000
58925372,0,0,1000
58925732,0,0,1000
58926093,0,0,1000
58926453,0,0,1000
58926813,0,0,1000
58927174,0,0,1000
58927534,0,0,1000
58927895,0,0,1000
58928255,0,0,1000
58928615,0,0,1000
58928976,0,0,1000
58929336,0,0,1000
58929696,0,0,1000
58930057,0,0,1000
58930417,0,0,1000
58930778,0,0,1000
58931137,0,0,1000
58931496,0,0,1000
58931857,0,0,1000
58932217,0,0,1000
58932577,0,0,1000
58932938,0,0,1000
58933298,0,0,1000
58933659,0,0,1000
58934019,0,0,1000
58934379,0,0,1000
58934740,0,0,1000
58935100,0,0,1000
58935460,0,0,1000
58935821,0,0,1000
58936181,0,0,1000
58936542,0,0,1000
58936902,0,0,1000
58937261,0,0,1000
58937621,0,0,1000
58937981,0,0,1000
58938341,0,0,1000
58938702,0,0,1000
58939062,0,0,1000
58939423,0,0,1000
58939783,0,0,1000
58940143,0,0,1000
58940504,0,0,1000
58940864,0,0,1000
58941224,0,0,1000
58941585,0,0,1000
58941945,0,0,1000
58942306,0,0,1000
58942666,0,0,1000
58943026,0,0,1000
58943387,0,0,1000
58943747,0,0,1000
58944107,0,0,1000
58944468,0,0,1000
58944828,0,0,1000
58945189,0,0,1000
58945549,0,0,1000
58945909,0,0,1000
58946270,0,0,1000
58946630,0,0,1000
58946991,0,0,1000
58947351,0,0,1000
58947711,0,0,1000
58948072,0,0,1000
58948432,0,0,1000
58948792,0,0,1000
58949153,0,0,1000
58949513,0,0,1000
58949874,0,0,1000
58950234,0,0,1000
58950594,0,0,1000
58950955,0,0,1000
58951315,0,0,1000
58951675,0,0,1000
58952036,0,0,1000
58952396,0,0,1000
58952757,0,0,1000
58953117,0,0,1000
58953477,0,0,1000
58953838,0,0,1000
58954198,0,0,1000
58954559,0,0,1000
58954919,0,0,1000
58955279,0,0,1000
58955640,0,0,1000
58956001,0,0,1000
58956360,0,0,1000
58956721,0,0,1000
58957081,0,0,1000
58957442,0,0,1000
58957802,0,0,1000
58958162,0,0,1000
58958523,0,0,1000
58958883,0,0,1000
58959243,0,0,1000
58959604,0,0,1000
58959964,0,0,1000
58960325,0,0,1000
58960685,0,0,1000
58961045,0,0,1000
58961406,0,0,1000
58961766,0,0,1000
58962127,0,0,1000
58962487,0,0,1000
58962847,0,0,1000
58963208,0,0,1000
58963568,0,0,1000
58963928,0,0,1000
58964289,0,0,1000
58964649,0,0,1000
58965011,0,0,1000
58965370,0,0,1000
58965730,0,0,1000
58966091,0,0,1000
58966451,0,0,1000
58966811,0,0,1000
58967172,0,0,1000
58967532,0,0,1000
58967893,0,0,1000
58968253,0,0,1000
58968613,0,0,1000
58968974,0,0,1000
58969334,0,0,1000
58969695,0,0,1000
58970055,0,0,1000
58970415,0,0,1000
58970776,0,0,1000
58971136,0,0,1000
58971496,0,0,1000
58971857,0,0,1000
58972217,0,0,1000
58972578,0,0,1000
58972938,0,0,1000
58973298,0,0,1000
58973659,0,0,1000
58974019,0,0,1000
58974379,0,0,1000
58974740,0,0,1000
58975100,0,0,1000
58975461,0,0,1000
58975821,0,0,1000
58976181,0,0,1000
58976542,0,0,1000
58976902,0,0,1000
58977262,0,0,1000
58977621,0,0,1000
58977981,0,0,1000
58978342,0,0,1000
58978702,0,0,1000
58979062,0,0,1000
58979423,0,0,1000
58979783,0,0,1000
58980143,0,0,1000
58980504,0,0,1000
58980864,0,0,1000
58981225,0,0,1000
58981585,0,0,1000
58981945,0,0,1000
58982306,0,0,1000
58982666,0,0,1000
58983027,0,0,1000
58983387,0,0,1000
58983747,0,0,1000
58984108,0,0,1000
58984468,0,0,1000
58984828,0,0,1000
58985189,0,0,1000
58985549,0,0,1000
58985910,0,0,1000
58986270,0,0,1000
58986630,0,0,1000
58986991,0,0,1000
58987351,0,0,1000
58987711,0,0,1000
58988072,0,0,1000
58988432,0,0,1000
58988793,0,0,1000
58989153,0,0,1000
58989513,0,0,1000
58989874,0,0,1000
58990234,0,0,1000
58990595,0,0,1000
58990955,0,0,1000
58991315,0,0,1000
58991676,0,0,1000
58992036,0,0,1000
58992396,0,0,1000
58992757,0,0,1000
58993117,0,0,1000
58993478,0,0,1000
58993838,0,0,1000
58994198,0,0,1000
58994559,0,0,1000
58994919,0,0,1000
58995279,0,0,1000
58995640,0,0,1000
58996001,0,0,1000
58996361,0,0,1000
58996721,0,0,1000
58997081,0,0,1000
58997442,0,0,1000
58997802,0,0,1000
58998163,0,0,1000
58998523,0,0,1000
58998883,0,0,1000
58999244,0,0,1000
58999604,0,0,1000
58999964,0,0,1000
59000325,0,0,1000
59000685,0,0,1000
59001046,0,0,1000
59001406,0,0,1000
59001766,0,0,1000
59002127,0,0,1000
59002487,0,0,1000
59002847,0,0,1000
59003208,0,0,1000
59003568,0,0,1000
59003929,0,0,1000
59004289,0,0,1000
59004649,0,0,1000
59005011,0,0,1000
59005370,0,0,1000
59005731,0,0,1000
59006091,0,0,1000
59006451,0,0,1000
59006812,0,0,1000
59007172,0,0,1000
59007532,0,0,1000
59007893,0,0,1000
59008253,0,0,1000
59008614,0,0,1000
59008974,0,0,1000
59009334,0,0,1000
59009695,0,0,1000
59010055,0,0,1000
59010415,0,0,1000
59010776,0,0,1000
59011136,0,0,1000
59011497,0,0,1000
59011857,0,0,1000
59012217,0,0,1000
59012578,0,0,1000
59012938,0,0,1000
59013299,0,0,1000
59013659,0,0,1000
59014019,0,0,1000
59014380,0,0,1000
59014740,0,0,1000
59015100,0,0,1000
59015461,0,0,1000
59015821,0,0,1000
59016182,0,0,1000
59016542,0,0,1000
59016902,0,0,1000
59017262,0,0,1000
59017621,0,0,1000
59017981,0,0,1000
59018342,0,0,1000
59018702,0,0,1000
59019063,0,0,1000
59019423,0,0,1000
59019783,0,0,1000
59020144,0,0,1000
59020504,0,0,1000
59020864,0,0,1000
59021225,0,0,1000
59021585,0,0,1000
59021946,0,0,1000
59022306,0,0,1000
59022666,0,0,1000
59023027,0,0,1000
59023386,0,0,1000
59023745,0,0,1000
59024106,0,0,1000
59024466,0,0,1000
59024827,0,0,1000
59025187,0,0,1000
59025547,0,0,1000
59025908,0,0,1000
59026268,0,0,1000
59026628,0,0,1000
59026989,0,0,1000
59027349,0,0,1000
59027710,0,0,1000
59028070,0,0,1000
59028430,0,0,1000
59028791,0,0,1000
59029151,0,0,1000
59029511,0,0,1000
59029872,0,0,1000
59030232,0,0,1000
59030593,0,0,1000
59030953,0,0,1000
59031313,0,0,1000
59031674,0,0,1000
59032034,0,0,1000
59032395,0,0,1000
59032755,0,0,1000
59033115,0,0,1000
59033476,0,0,1000
59033836,0,0,1000
59034196,0,0,1000
59034557,0,0,1000
59034917,0,0,1000
59035278,0,0,1000
59035637,0,0,1000
59035996,0,0,1000
59036357,0,0,1000
59036717,0,0,1000
59037077,0,0,1000
59037438,0,0,1000
59037798,0,0,1000
59038159,0,0,1000
59038519,0,0,1000
59038879,0,0,1000
59039240,0,0,1000
59039600,0,0,1000
59039960,0,0,1000
59040321,0,0,1000
59040681,0,0,1000
59041042,0,0,1000
59041402,0,0,1000
59041761,0,0,1000
59042121,0,0,1000
59042481,0,0,1000
59042841,0,0,1000
59043202,0,0,1000
59043562,0,0,1000
59043923,0,0,1000
59044283,0,0,1000
59044643,0,0,1000
59045005,0,0,1000
59045364,0,0,1000
59045724,0,0,1000
59046085,0,0,1000
59046445,0,0,1000
59046806,0,0,1000
59047166,0,0,1000
59047526,0,0,1000
59047887,0,0,1000
59048247,0,0,1000
59048607,0,0,1000
59048968,0,0,1000
59049328,0,0,1000
59049689,0,0,1000
59050049,0,0,1000
59050409,0,0,1000
59050770,0,0,1000
59051130,0,0,1000
59051491,0,0,1000
59051851,0,0,1000
59052211,0,0,1000
59052572,0,0,1000
59052932,0,0,1000
59053292,0,0,1000
59053653,0,0,1000
59054014,0,0,1000
59054374,0,0,1000
59054734,0,0,1000
59055094,0,0,1000
59055455,0,0,1000
59055815,0,0,1000
59056175,0,0,1000
59056536,0,0,1000
59056896,0,0,1000
59057257,0,0,1000
59057617,0,0,1000
59057977,0,0,1000
59058338,0,0,1000
59058698,0,0,1000
59059059,0,0,1000
59059419,0,0,1000
59059779,0,0,1000
59060140,0,0,1000
59060500,0,0,1000
59060860,0,0,1000
59061221,0,0,1000
59061581,0,0,1000
59061942,0,0,1000
59062302,0,0,1000
59062662,0,0,1000
59063023,0,0,1000
59063383,0,0,1000
59063743,0,0,1000
59064104,0,0,1000
59064464,0,0,1000
59064825,0,0,1000
59065185,0,0,1000
59065545,0,0,1000
59065906,0,0,1000
59066266,0,0,1000
59066627,0,0,1000
59066987,0,0,1000
59067347,0,0,1000
59067708,0,0,1000
59068068,0,0,1000
59068428,0,0,1000
59068789,0,0,1000
59069149,0,0,1000
59069510,0,0,1000
59069870,0,0,1000
59070230,0,0,1000
59070591,0,0,1000
59070951,0,0,1000
59071311,0,0,1000
59071672,0,0,1000
59072032,0,0,1000
59072393,0,0,1000
59072753,0,0,1000
59073113,0,0,1000
59073474,0,0,1000
59073834,0,0,1000
59074195,0,0,1000
59074555,0,0,1000
59074915,0,0,1000
59075276,0,0,1000
59075636,0,0,1000
59075996,0,0,1000
59076357,0,0,1000
59076717,0,0,1000
59077078,0,0,1000
59077438,0,0,1000
59077798,0,0,1000
59078159,0,0,1000
59078519,0,0,1000
59078879,0,0,1000
59079240,0,0,1000
59079600,0,0,1000
59079961,0,0,1000
59080321,0,0,1000
59080681,0,0,1000
59081042,0,0,1000
59081402,0,0,1000
59081762,0,0,1000
59082121,0,0,1000
59082481,0,0,1000
59082842,0,0,1000
59083202,0,0,1000
59083562,0,0,1000
59083923,0,0,1000
59084283,0,0,1000
59084643,0,0,1000
59085005,0,0,1000
59085364,0,0,1000
59085725,0,0,1000
59086085,0,0,1000
59086445,0,0,1000
59086806,0,0,1000
59087166,0,0,1000
59087527,0,0,1000
59087887,0,0,1000
59088247,0,0,1000
59088608,1000,0,1000
59088968,1000,0,1000
59089329,1000,0,1000
59089689,1000,0,1000
59090050,1000,0,1000
59090410,1000,0,1000
59090770,1000,0,1000
59091131,1000,0,1000
59091491,1000,0,1000
59091852,1000,0,1000
59092212,1000,0,1000
59092572,1000,0,1000
59092933,1000,0,1000
59093293,1000,0,1000
59093653,1000,0,1000
59094015,1000,0,1000
59094374,1000,0,1000
59094735,1000,0,1000
59095095,1000,0,1000
59095455,1000,0,1000
59095816,1000,0,1000
59096176,1000,0,1000
59096536,1000,0,1000
59096897,1000,0,1000
59097257,1000,0,1000
59097618,1000,0,1000
59097978,1000,0,1000
59098338,1000,0,1000
59098699,1000,0,1000
59099059,1000,0,1000
59099420,1000,0,1000
59099780,1000,0,1000
59100140,1000,0,1000
59100501,1000,0,1000
59100861,1000,0,1000
59101221,1000,0,1000
59101582,1000,0,1000
59101942,1000,0,1000
59102303,1000,0,1000
59102663,1000,0,1000
59103023,1000,0,1000
59103384,1000,0,1000
59103744,1000,0,1000
59104104,1000,0,1000
59104465,1000,0,1000
59104825,1000,0,1000
59105186,1000,0,1000
59105546,1000,0,1000
59105906,1000,0,1000
59106267,1000,0,1000
59106627,1000,0,1000
59106988,1000,0,1000
59107348,1000,0,1000
59107708,1000,0,1000
59108069,1000,0,1000
59108429,1000,0,1000
59108789,1000,0,1000
59109150,1000,0,1000
59109510,1000,0,1000
59109871,1000,0,1000
59110231,1000,0,1000
59110591,1000,0,1000
59110952,1000,0,1000
59111312,1000,0,1000
59111672,1000,0,1000
59112033,1000,0,1000
59112393,1000,0,1000
59112754,1000,0,1000
59113114,1000,0,1000
59113474,1000,0,1000
59113835,1000,0,1000
59114195,1000,0,1000
59114556,1000,0,1000
59114916,1000,0,1000
59115276,1000,0,1000
59115637,1000,0,1000
59115997,1000,0,1000
59116357,1000,0,1000
59116718,1000,0,1000
59117078,1000,0,1000
59117439,1000,0,1000
59117799,1000,0,1000
59118159,1000,0,1000
59118520,1000,0,1000
59118880,1000,0,1000
59119240,1000,0,1000
59119601,1000,0,1000
59119961,1000,0,1000
59120322,1000,0,1000
59120682,1000,0,1000
59121042,1000,0,1000
59121403,1000,0,1000
59121762,1000,0,1000
59122121,1000,0,1000
59122482,1000,0,1000
59122842,1000,0,1000
59123203,1000,0,1000
59123563,1000,0,1000
59123923,1000,0,1000
59124284,1000,0,1000
59124644,1000,0,1000
59125006,1000,0,1000
59125365,1000,0,1000
59125725,1000,0,1000
59126086,1000,0,1000
59126446,1000,0,1000
59126806,1000,0,1000
59127167,1000,0,1000
59127527,1000,0,1000
59127887,1000,0,1000
59128246,1000,0,1000
59128606,1000,0,1000
59128967,1000,0,1000
59129327,1000,0,1000
59129687,1000,0,1000
59130048,1000,0,1000
59130408,1000,0,1000
59130768,1000,0,1000
59131129,1000,0,1000
59131489,1000,0,1000
59131850,1000,0,1000
59132210,1000,0,1000
59132570,1000,0,1000
59132931,1000,0,1000
59133291,1000,0,1000
59133652,1000,0,1000
59134012,1000,0,1000
59134372,1000,0,1000
59134733,1000,0,1000
59135093,1000,0,1000
59135453,1000,0,1000
59135814,1000,0,1000
59136174,1000,0,1000
59136535,1000,0,1000
59136895,1000,0,1000
59137255,1000,0,1000
59137616,1000,0,1000
59137976,1000,0,1000
59138336,1000,0,1000
59138697,1000,0,1000
59139057,1000,0,1000
59139418,1000,0,1000
59139778,1000,0,1000
59140138,1000,0,1000
59140497,1000,0,1000
59140857,1000,0,1000
59141217,1000,0,1000
59141578,1000,0,1000
59141938,1000,0,1000
59142299,1000,0,1000
59142659,1000,0,1000
59143019,1000,0,1000
59143380,1000,0,1000
59143740,1000,0,1000
59144100,1000,0,1000
59144461,1000,0,1000
59144821,1000,0,1000
59145182,1000,0,1000
59145542,1000,0,1000
59145902,1000,0,1000
59146262,1000,0,1000
59146621,1000,0,1000
59146981,1000,0,1000
